time, temp1, curr1, temp2, curr2
0.153580904006958, -6.6662918624227245, 0.17666351864863117, 3.930843454489036, 0.6151260688523132
0.4013242721557617, -6.661193554363592, 0.14415368784271765, 3.934723665356046, 0.610770669610496
0.5910913944244385, -6.6559037515830255, 0.1656247075646613, 3.936843252327094, 0.6105676879384805
0.7803382873535156, -6.650580524826978, 0.18109238488905666, 3.9415393152881393, 0.6021258240690912
0.9713294506072998, -6.647859429659604, 0.16282027537231913, 3.946545738280008, 0.6116398857852463
1.1685411930084229, -6.642706788802627, 0.17430501128662135, 3.9491714835895095, 0.6073854806460841
1.3685839176177979, -6.640189603632393, 0.1760532927695979, 3.9545784016260654, 0.6088537917800569
1.5694794654846191, -6.635701890245969, 0.1736045214309554, 3.9601164902373966, 0.600307357630939
1.768510341644287, -6.632182647630259, 0.17525259716938457, 3.9628572448471573, 0.6200284054503453
1.9686012268066406, -6.630989747313436, 0.17513330713770214, 3.9682005745172546, 0.6014892110348442
2.168797016143799, -6.629460690059375, 0.1689804014122962, 3.973356889478225, 0.6089605570637109
2.3685081005096436, -6.628887283203312, 0.19692306072668986, 3.975755760434083, 0.6027043655262627
2.570512056350708, -6.628847737694059, 0.16891910617576444, 3.98028459700339, 0.6042343703844577
2.7692933082580566, -6.628867510452039, 0.17492108345156288, 3.984356866987696, 0.6038018653247574
2.9694316387176514, -6.6290981921308685, 0.20294415161944546, 3.9860136295308735, 0.6076043677753153
3.169750690460205, -6.629401372371433, 0.17097446964350205, 3.9880540630302335, 0.6033162666440797
3.369257926940918, -6.629579325253303, 0.17099226493168906, 3.988600915251709, 0.6031979193653028
3.5693395137786865, -6.629987955731849, 0.1530331279795436, 3.988878424943323, 0.44517996294891393
3.768872022628784, -6.630442718527092, 0.16907860425906795, 3.9895150714237957, 0.6191244608359283
3.9691500663757324, -6.630686575369907, 0.17510298994334939, 3.9904374089126122, 0.6070436550400706
4.169055223464966, -6.631022700690153, 0.169136602475374, 3.9910577529432203, 0.6069963135828238
4.3693273067474365, -6.631352233428174, 0.15316955574917612, 3.992714767292, 0.6068632650416421
4.56910252571106, -6.631484045999514, 0.17118273700631015, 3.9949187745052654, 0.5906632765525472
4.769511461257935, -6.6316817642952515, 0.1692025088358835, 3.9961024534844114, 0.5905481770235581
4.969293594360352, -6.631978340476053, 0.169232166453964, 3.998665839655075, 0.5903016416802274
5.16834831237793, -6.632215600329687, 0.17125589243932726, 4.000772172967743, 0.6040559089600426
5.368816137313843, -6.633158039615466, 0.2705028170458341, 4.00156411501348, 0.6019628371773105
